scenario,step,phase,phase_label,is_yellow,phase_duration,hw_bal_count,hw_bal_score,hw_bal_queue,hw_bal_wait,hw_kum_count,hw_kum_score,hw_kum_queue,hw_kum_wait,gch_count,gch_score,gch_queue,gch_wait,time_norm,is_peak,vehicles_served,avg_wait,queue_total
week2_0608,0.0,0,highway_green,0,112.7796143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,535.0,8
week2_0608,119.0,1,highway_yellow,1,3.0,5,5.0,0,0.0,8,7.5,0,0.0,8,7.4,8,535.0,0.016527777777777777,1,21,459.0,7
week2_0608,122.0,2,gch_green,0,26.5758427,5,5.0,0,0.0,9,8.5,0,0.0,7,6.4,7,459.0,0.016944444444444446,1,21,98.0,8
week2_0608,148.0,3,gch_yellow,1,3.0,8,8.5,3,35.0,15,15.5,5,63.0,0,0.0,0,0.0,0.020555555555555556,1,23,52.0,6
week2_0608,151.0,0,highway_green,0,112.7796143,6,6.0,1,13.0,13,13.5,5,39.0,0,0.0,0,0.0,0.020972222222222222,1,19,138.0,3
week2_0608,269.0,1,highway_yellow,1,3.0,4,4.0,0,0.0,9,9.5,0,0.0,3,3.0,3,138.0,0.03736111111111111,1,16,60.0,2
week2_0608,272.0,2,gch_green,0,26.5758427,4,4.0,0,0.0,9,9.5,0,0.0,2,2.0,2,60.0,0.03777777777777778,1,15,101.0,9
week2_0608,298.0,3,gch_yellow,1,3.0,7,7.5,3,36.0,14,14.5,6,65.0,1,1.0,0,0.0,0.04138888888888889,1,22,59.0,7
week2_0608,301.0,0,highway_green,0,112.7796143,6,5.5,1,15.0,13,13.5,6,44.0,1,1.0,0,0.0,0.041805555555555554,1,20,177.0,3
week2_0608,419.0,1,highway_yellow,1,3.0,5,5.0,0,0.0,7,8.0,0,0.0,4,4.0,3,177.0,0.058194444444444444,1,16,78.0,2
week2_0608,422.0,2,gch_green,0,26.5758427,5,5.0,0,0.0,7,8.0,0,0.0,3,3.0,2,78.0,0.058611111111111114,1,15,112.0,8
week2_0608,448.0,3,gch_yellow,1,3.0,7,7.5,2,39.0,14,14.5,6,73.0,0,0.0,0,0.0,0.06222222222222222,1,21,47.0,6
week2_0608,451.0,0,highway_green,0,112.7796143,5,5.0,1,2.0,14,14.0,4,45.0,1,0.5,1,0.0,0.06263888888888888,1,20,288.0,4
week2_0608,569.0,1,highway_yellow,1,3.0,4,4.0,0,0.0,8,7.5,0,0.0,4,3.0,4,288.0,0.07902777777777778,1,16,207.0,3
week2_0608,572.0,2,gch_green,0,26.5758427,4,4.0,0,0.0,9,8.5,0,0.0,3,2.5,3,207.0,0.07944444444444444,1,16,122.0,10
week2_0608,598.0,3,gch_yellow,1,3.0,5,6.0,2,33.0,15,14.5,8,89.0,1,1.0,0,0.0,0.08305555555555555,1,21,71.0,6
week2_0608,601.0,0,highway_green,0,112.7796143,4,4.0,0,0.0,15,14.0,6,71.0,1,1.0,0,0.0,0.08347222222222223,1,20,171.0,3
week2_0608,719.0,1,highway_yellow,1,3.0,4,4.0,0,0.0,9,8.0,0,0.0,3,3.0,3,171.0,0.09986111111111111,1,16,65.0,3
week2_0608,722.0,2,gch_green,0,26.5758427,6,7.2,1,1.0,10,9.0,0,0.0,2,2.0,2,64.0,0.10027777777777777,1,18,151.0,9
week2_0608,748.0,3,gch_yellow,1,3.0,9,10.7,2,45.0,16,15.0,7,106.0,1,1.0,0,0.0,0.10388888888888889,1,26,81.0,8
week2_0608,751.0,0,highway_green,0,112.7796143,7,8.2,1,2.0,15,14.0,7,79.0,1,1.0,0,0.0,0.10430555555555555,1,23,206.0,3
week2_0608,869.0,1,highway_yellow,1,3.0,1,1.0,0,0.0,9,8.5,0,0.0,3,3.0,3,206.0,0.12069444444444444,1,13,101.0,2
week2_0608,872.0,2,gch_green,0,26.5758427,1,1.0,0,0.0,8,7.5,0,0.0,2,2.0,2,101.0,0.12111111111111111,1,11,87.0,7
week2_0608,898.0,3,gch_yellow,1,3.0,4,4.5,1,9.0,13,12.5,6,78.0,1,1.0,0,0.0,0.12472222222222222,1,18,51.0,6
week2_0608,901.0,0,highway_green,0,112.7796143,4,4.0,0,0.0,14,15.0,4,50.0,2,2.0,2,1.0,0.12513888888888888,1,20,427.0,6
week2_0608,1019.0,1,highway_yellow,1,3.0,3,2.5,0,0.0,9,8.5,0,0.0,6,5.0,6,427.0,0.14152777777777778,1,18,323.0,5
week2_0608,1022.0,2,gch_green,0,26.5758427,3,2.5,0,0.0,9,8.5,0,0.0,5,4.0,5,323.0,0.14194444444444446,1,17,99.0,9
week2_0608,1048.0,3,gch_yellow,1,3.0,7,6.5,1,21.0,16,16.0,8,78.0,0,0.0,0,0.0,0.14555555555555555,1,23,48.0,6
week2_0608,1051.0,0,highway_green,0,112.7796143,5,4.5,0,0.0,15,15.0,6,48.0,0,0.0,0,0.0,0.14597222222222223,1,20,154.0,3
week2_0608,1169.0,1,highway_yellow,1,3.0,3,3.5,0,0.0,10,10.7,0,0.0,4,4.0,3,154.0,0.16236111111111112,1,17,78.0,2
week2_0608,1172.0,2,gch_green,0,26.5758427,3,3.5,0,0.0,11,11.7,0,0.0,3,3.0,2,78.0,0.16277777777777777,1,17,122.0,10
week2_0608,1198.0,3,gch_yellow,1,3.0,4,4.5,1,8.0,16,16.7,9,114.0,0,0.0,0,0.0,0.1663888888888889,1,20,91.0,7
week2_0608,1201.0,0,highway_green,0,112.7796143,4,4.0,0,0.0,16,16.2,7,91.0,0,0.0,0,0.0,0.16680555555555557,1,20,103.0,2
week2_0608,1319.0,1,highway_yellow,1,3.0,6,5.5,0,0.0,10,10.2,0,0.0,3,3.0,2,103.0,0.18319444444444444,1,19,37.0,1
week2_0608,1322.0,2,gch_green,0,26.5758427,6,5.5,0,0.0,11,11.2,0,0.0,2,2.0,1,37.0,0.1836111111111111,1,19,103.0,7
week2_0608,1348.0,3,gch_yellow,1,3.0,7,6.5,1,20.0,17,17.2,6,83.0,0,0.0,0,0.0,0.18722222222222223,1,24,53.0,8
week2_0608,1351.0,0,highway_green,0,112.7796143,6,5.5,0,0.0,17,17.7,7,53.0,1,0.5,1,0.0,0.18763888888888888,1,24,316.0,4
week2_0608,1469.0,1,highway_yellow,1,3.0,5,6.7,0,0.0,7,6.5,0,0.0,5,4.0,4,316.0,0.20402777777777778,1,17,235.0,3
week2_0608,1472.0,2,gch_green,0,26.5758427,5,6.7,0,0.0,7,6.5,0,0.0,5,4.0,3,235.0,0.20444444444444446,1,17,105.0,8
week2_0608,1498.0,3,gch_yellow,1,3.0,6,7.7,3,51.0,14,13.7,5,54.0,0,0.0,0,0.0,0.20805555555555555,1,20,45.0,7
week2_0608,1501.0,0,highway_green,0,112.7796143,4,4.5,3,16.0,13,12.7,4,29.0,0,0.0,0,0.0,0.20847222222222223,1,17,77.0,2
week2_0608,1619.0,1,highway_yellow,1,3.0,5,5.0,0,0.0,8,8.0,0,0.0,2,2.0,2,77.0,0.22486111111111112,1,15,40.0,1
week2_0608,1622.0,2,gch_green,0,26.5758427,5,5.0,0,0.0,8,8.0,0,0.0,1,1.0,1,40.0,0.22527777777777777,1,14,127.0,9
week2_0608,1648.0,3,gch_yellow,1,3.0,6,6.0,2,21.0,17,16.2,7,106.0,1,1.0,0,0.0,0.2288888888888889,1,24,76.0,7
week2_0608,1651.0,0,highway_green,0,112.7796143,4,3.5,1,1.0,16,15.2,6,75.0,1,1.0,0,0.0,0.22930555555555557,1,21,234.0,3
week2_0608,1769.0,1,highway_yellow,1,3.0,3,3.5,0,0.0,9,8.5,0,0.0,4,4.0,3,234.0,0.24569444444444444,1,16,129.0,2
